protein_id,target_dG,predicted_dG,error,sq_error,E_activation,q_unf,q_ts,q_fold,barrier_warning,status,failure_reason
1afk_A,9.3,25.06505247953899,15.76505247953899,248.53687968261846,0.0,61,62,95,barrier_below_unfolded,ok,
1agy_A,9.7,-0.048460014519079664,-9.748460014519079,95.03247265467732,0.020340807839218655,98,100,101,,ok,
1bp4_A,32.9,0.5524476780091021,-32.3475523219909,1046.3641412239385,0.0,105,106,114,barrier_below_unfolded,ok,
1dzj_A,12.1,2.6341735830202424,-9.465826416979757,89.60186975639184,0.0,73,74,86,barrier_below_unfolded,ok,
1ey0_A,8.18,0.9029871896208448,-7.277012810379155,52.954915442422326,0.0,67,68,75,barrier_below_unfolded,ok,
1f6s_A,6.7,4.4030895651791795,-2.2969104348208207,5.275797545588771,0.0,60,61,78,barrier_below_unfolded,ok,
1flv_A,17.1,-0.396218835195306,-17.496218835195307,306.11767352904303,0.2894329829694442,77,83,84,,ok,
1ftg_A,3.6,-0.3411593220607543,-3.9411593220607544,15.532736801866385,0.2424972443609903,78,83,84,,ok,
1fw7_A,8.7,5.9118201522398905,-2.7881798477601087,7.773946863455583,0.0,54,55,73,barrier_below_unfolded,ok,
1iwd_A,31.0,2.5149807414794054,-28.485019258520595,811.3963221582892,0.0,107,108,125,barrier_below_unfolded,ok,
1jxg_A,6.2,0.3447991879183192,-5.855200812081681,34.28337654980198,0.0,49,50,54,barrier_below_unfolded,ok,
1l63_A,12.5,0.03298867903511393,-12.467011320964886,155.42637127706664,0.0,80,81,83,barrier_below_unfolded,ok,
1p9y_A,6.8,-0.13077849742865766,-6.9307784974286575,48.03569058041944,0.05979648733586629,58,60,61,,ok,
1q3i_A,10.3,-0.12554508728889857,-10.4255450872889,108.69199036709371,0.07212577849450952,92,95,96,,ok,
1qpu_A,11.66,3.588995557084374,-8.071004442915626,65.14111271756377,0.0,52,53,68,barrier_below_unfolded,ok,
1qqr_A,5.7,-0.08792411444238013,-5.78792411444238,33.50006555454361,0.03555051751057903,68,70,71,,ok,
1ril_A,12.4,-0.731034955795316,-13.131034955795316,172.4240790103185,0.5561780233147431,66,73,74,,ok,
1sh7_A,15.5,3.93440068752858,-11.56559931247142,133.7630874566394,0.0,140,141,167,barrier_below_unfolded,ok,
1tmy_A,9.54,-0.08399899594211746,-9.623998995942117,92.62135667389487,0.0342637206994425,57,59,60,,ok,
1ujp_A,12.06,-0.7372017255470524,-12.797201725547053,163.76837200434446,0.6072594802543563,111,121,122,,ok,
1v9e_A,2.2,-0.10357436019910438,-2.3035743601991046,5.306454832966714,0.0641746935886971,125,129,130,,ok,
2afg_A,4.97,0.5049834042961692,-4.465016595703831,19.936373199910623,0.0,64,65,71,barrier_below_unfolded,ok,
2bmv_A,0.63,-0.08891969661688393,-0.7189196966168839,0.5168455301837124,0.039368624673286945,79,81,82,,ok,
2g8c_O,17.8,20.36999061409415,2.5699906140941486,6.604851756532019,0.0,122,123,187,barrier_below_unfolded,ok,
2kdi_A,7.89,1.028392600098286,-6.861607399901714,47.08165611038596,0.0,56,57,64,barrier_below_unfolded,ok,
2kyc_A,4.81,-0.08942225862154629,-4.899422258621546,24.00433846827625,0.030529864462067735,53,55,56,,ok,
2ojr_A,4.3,-0.19834379903122112,-4.498343799031221,20.235096934282637,0.11334912867040714,51,54,55,,ok,
2oua_A,13.23,10.994500470126681,-2.2354995298733193,4.997458148063831,7.916153333711236,93,170,183,,ok,
2pu3_A,3.42,-0.12296520251551613,-3.542965202515516,12.552602426235811,0.06887137273315602,100,103,104,,ok,
2rn2_A,7.5,0.639260492022899,-6.860739507977101,47.06974659631787,0.0,77,78,84,barrier_below_unfolded,ok,
2sns_A,4.3,-0.04265846842786658,-4.342658468427866,18.858682573408263,0.013326303356713254,70,72,73,,ok,
2trx_A,18.4,0.058848811079890595,-18.341151188920108,336.3978269348255,0.0,53,54,56,barrier_below_unfolded,ok,
2vnd_A,6.5,-0.08344322896058998,-6.58344322896059,43.34172474894704,0.03986137782834476,101,103,104,,ok,
2za4_B,9.99,-0.11787733360123553,-10.107877333601236,102.16918419112963,0.0449537844677792,42,44,45,,ok,
3aa3_A,3.22,1.115556594793219,-2.1044434052067813,4.428682045718313,0.0,77,78,87,barrier_below_unfolded,ok,
3bet_A,2.15,0.19365559019935574,-1.9563444098006442,3.8272834497582306,0.0,128,129,135,barrier_below_unfolded,ok,
3fqy_A,14.9,2.214999133038461,-12.68500086696154,160.90924699481502,0.0,63,64,76,barrier_below_unfolded,ok,
3hnk_A,3.08,0.0056261781012025835,-3.0743738218987975,9.451774396776619,0.0,52,53,55,barrier_below_unfolded,ok,
3kvd_D,16.6,-0.018426386521284144,-16.618426386521286,276.17209556422694,0.006575345163767565,118,120,121,,ok,
3l0s_A,9.7,0.028428159842547984,-9.671571840157451,93.53930185932659,0.0,111,112,114,barrier_below_unfolded,ok,
3lyz_A,10.2,0.4603075724467658,-9.739692427553234,94.8616085833378,0.0,64,65,70,barrier_below_unfolded,ok,
4cnr_A,14.44,3.918179902774625,-10.521820097225374,110.70869815837578,0.0,128,129,154,barrier_below_unfolded,ok,
4o9s_A,30.19,0.17368343970534283,-30.01631656029466,900.9792598478193,0.0,87,88,91,barrier_below_unfolded,ok,
4orr_A,3.1,7.064974682092725,3.9649746820927247,15.721024229636305,0.0,80,81,101,barrier_below_unfolded,ok,
5bv8_A,10.7,-0.37006482913652405,-11.070064829136523,122.54633532128544,0.27568130131193413,97,104,105,,ok,
6egz_A,4.3,8.61739495391285,4.31739495391285,18.639899188072143,0.0,53,54,78,barrier_below_unfolded,ok,
6hfo_A,14.2,-2.2197843206069123,-16.41978432060691,269.6093171352486,1.9272472044869247,62,76,77,,ok,
6kwc_A,26.9,20.0697096869374,-6.830290313062598,46.65286576071676,16.998334805919356,95,172,191,,ok,
8bu0_A,25.1,1.1161586944260975,-23.983841305573904,575.224643770953,0.0,67,68,76,barrier_below_unfolded,ok,
8bv9_A,6.86,0.5160003950275183,-6.343999604972482,40.24633098789101,0.0,46,47,51,barrier_below_unfolded,ok,
8kfh_A,11.8,0.8060154822841383,-10.993984517715862,120.86769557577608,0.0,79,80,88,barrier_below_unfolded,ok,
8r85_A,10.74,18.86378777558852,8.12378777558852,65.99592782280146,14.81958742895452,92,175,185,,ok,
9rnt_A,6.8,2.607210866304854,-4.192789133695146,17.57948071963209,0.0,51,52,69,barrier_below_unfolded,ok,
