protein_id,target_dG,predicted_dG,error,sq_error,E_activation,q_unf,q_ts,q_fold,barrier_warning,status,failure_reason
1afk_A,9.3,11.006368143876543,1.7063681438765421,2.9116922424366756,0.0,61,62,84,barrier_below_unfolded,ok,
1agy_A,9.7,6.60110118415804,-3.0988988158419595,9.603173870826698,0.0,98,99,127,barrier_below_unfolded,ok,
1bp4_A,32.9,5.304384865330519,-27.59561513466948,761.5179746607993,0.0,105,106,130,barrier_below_unfolded,ok,
1dzj_A,12.1,2.3137111998400215,-9.786288800159978,95.77144848013663,0.0,73,74,87,barrier_below_unfolded,ok,
1ey0_A,8.18,2.6246180287580216,-5.555381971241978,30.862268846400408,0.0,67,68,81,barrier_below_unfolded,ok,
1f6s_A,6.7,15.232354796741191,8.532354796741192,72.80107837747242,0.0,60,61,89,barrier_below_unfolded,ok,
1flv_A,17.1,1.0504977567483422,-16.04950224325166,257.58652225614003,0.0,83,84,94,barrier_below_unfolded,ok,
1ftg_A,3.6,2.339730422508225,-1.260269577491775,1.588279407951297,0.0,83,84,98,barrier_below_unfolded,ok,
1fw7_A,8.7,11.431885401977866,2.7318854019778662,7.4631978495397675,0.0,54,55,75,barrier_below_unfolded,ok,
1iwd_A,31.0,10.256601009846179,-20.74339899015382,430.2886016647146,0.0,107,108,140,barrier_below_unfolded,ok,
1jxg_A,6.2,1.7194143817957936,-4.4805856182042065,20.075647482058372,0.0,49,50,59,barrier_below_unfolded,ok,
1l63_A,12.5,5.333574179213429,-7.166425820786571,51.35765904483648,0.0,80,81,102,barrier_below_unfolded,ok,
1p9y_A,6.8,6.141126766739717,-0.6588732332602829,0.43411393750685917,0.0,58,59,75,barrier_below_unfolded,ok,
1q3i_A,10.3,-0.05997943369665393,-10.359979433696655,107.32917386661765,0.020890760621512072,93,95,96,,ok,
1qpu_A,11.66,21.508906199744644,9.848906199744643,97.00095333136848,0.0,52,53,81,barrier_below_unfolded,ok,
1qqr_A,5.7,-0.048644557555078904,-5.748644557555079,33.04691424910763,0.00828337163959958,68,70,71,,ok,
1ril_A,12.4,-0.19147420643760427,-12.591474206437605,158.54522269138351,0.10330557474090085,70,73,74,,ok,
1sh7_A,15.5,15.441700966891062,-0.05829903310893769,0.003398777261437013,0.0,140,141,187,barrier_below_unfolded,ok,
1tmy_A,9.54,2.3674522793141506,-7.172547720685849,51.44544080551576,0.0,58,59,71,barrier_below_unfolded,ok,
1ujp_A,12.06,5.057880432514082,-7.002119567485918,49.029678437369185,0.0,121,122,147,barrier_below_unfolded,ok,
1v9e_A,2.2,1.4643764328955058,-0.7356235671044944,0.5411420324795405,0.0,129,130,144,barrier_below_unfolded,ok,
2afg_A,4.97,0.11088242693531214,-4.859117573064688,23.61102358886606,0.0,64,65,67,barrier_below_unfolded,ok,
2bmv_A,0.63,4.0630444789599665,3.4330444789599666,11.785794394517508,0.0,81,82,98,barrier_below_unfolded,ok,
2g8c_O,17.8,26.379912109093624,8.579912109093623,73.61489179977139,0.0,122,123,183,barrier_below_unfolded,ok,
2kdi_A,7.89,4.1738924539034485,-3.716107546096551,13.80945529415573,0.0,56,57,70,barrier_below_unfolded,ok,
2kyc_A,4.81,1.1713558191784585,-3.638644180821541,13.239731474626463,0.0,53,54,62,barrier_below_unfolded,ok,
2ojr_A,4.3,0.14495978667922316,-4.155040213320777,17.264359174312766,0.0,54,55,58,barrier_below_unfolded,ok,
2oua_A,13.23,13.923777818362453,0.6937778183624523,0.4813276612517639,6.5913151881707535,93,174,183,,ok,
2pu3_A,3.42,4.264956843581544,0.844956843581544,0.7139520675152858,0.0,103,104,124,barrier_below_unfolded,ok,
2rn2_A,7.5,4.179271082187171,-3.320728917812829,11.027240545598364,0.0,77,78,94,barrier_below_unfolded,ok,
2sns_A,4.3,-0.12578853695286796,-4.425788536952868,19.587604173823404,0.0693506851578718,67,70,71,,ok,
