protein_id,target_dG,predicted_dG,error,sq_error,E_activation,q_unf,q_ts,q_fold,barrier_warning,status,failure_reason
1afk_A,9.3,-0.1253827742981315,-9.425382774298132,88.83784044203595,0.06399436368798916,58,61,62,,ok,
1agy_A,9.7,-0.11192813402664115,-9.81192813402664,96.27393370730351,0.0653934408358623,95,98,99,,ok,
1bp4_A,32.9,-0.054725518184326916,-32.954725518184325,1086.013933978869,0.024991841782224355,105,107,108,,ok,
1dzj_A,12.1,-0.16885334296968324,-12.268853342969683,150.52476235129836,0.10135332612316006,69,73,74,,ok,
1ey0_A,8.18,-0.11613055076928447,-8.296130550769284,68.82578211540746,0.059833338691476,64,67,68,,ok,
1f6s_A,6.7,-0.11084484568248598,-6.810844845682486,46.387607511959686,0.054064882135030246,59,61,62,,ok,
1flv_A,17.1,-0.15302164730192658,-17.253021647301928,297.66675596226895,0.09287551819119244,79,83,84,,ok,
1ftg_A,3.6,-0.15343971174261384,-3.753439711742614,14.088309669686478,0.09320983385185144,79,83,84,,ok,
1fw7_A,8.7,-0.10719697211378332,-8.807196972113783,77.56671850561018,0.048957241699838505,52,54,55,,ok,
1iwd_A,31.0,-0.1516018075169825,-31.151601807516982,970.4222951740953,0.09845129492531157,103,107,108,,ok,
1jxg_A,6.2,-0.2570302716717805,-6.457030271671781,41.69323992928575,0.15412907283256772,45,49,50,,ok,
1l63_A,12.5,-0.0779190919487931,-12.577919091948793,158.20404868360995,0.036901691678842496,78,80,81,,ok,
1p9y_A,6.8,-0.09867526529171755,-6.898675265291717,47.59172041594775,0.04523670688788428,57,59,60,,ok,
1q3i_A,10.3,-0.7085070033076875,-11.008507003307688,121.18722644187442,0.5758784399082373,86,95,96,,ok,
1qpu_A,11.66,-0.10488082009464961,-11.76488082009465,138.41242071103096,0.04704320607118717,51,53,54,,ok,
1qqr_A,5.7,-0.11421551407784847,-5.814215514077849,33.80510204414354,0.058808121182131856,65,68,69,,ok,
1ril_A,12.4,-0.33186200193963344,-12.731862001939634,162.1003100364343,0.2334101378381206,68,73,74,,ok,
1sh7_A,15.5,-0.16551801923134235,-15.665518019231342,245.40845481086188,0.11613693930843283,135,140,141,,ok,
1tmy_A,9.54,-0.06441815534712703,-9.604418155347126,92.2448481027615,0.022585330844137275,57,59,60,,ok,
1ujp_A,12.06,-0.19820567425658453,-12.258205674256585,150.26360635237634,0.1398137644514037,116,121,122,,ok,
1v9e_A,2.2,-0.6803147788948536,-2.8803147788948538,8.29621322552011,0.568761268144172,118,129,130,,ok,
2afg_A,4.97,-0.2514507142493514,-5.221450714249351,27.26354756133506,0.16203403961203122,60,64,65,,ok,
2bmv_A,0.63,-0.314113548846116,-0.944113548846116,0.8913503931148075,0.22341325512758914,76,81,82,,ok,
2g8c_O,17.8,-0.030293468677669466,-17.83029346867767,317.9193651791696,0.010520006527002579,121,123,124,,ok,
2kdi_A,7.89,-0.1323794705113599,-8.02237947051136,64.35857236888214,0.06554005154422526,55,57,58,,ok,
2kyc_A,4.81,-0.303770385001215,-5.113770385001215,26.15064755051547,0.1951311509431406,49,53,54,,ok,
2ojr_A,4.3,-0.06855638916908902,-4.368556389169089,19.08428492535007,0.02383431677822756,53,55,56,,ok,
2oua_A,13.23,-0.1772611921597047,-13.407261192159705,179.75465267479169,0.11539184098980115,89,93,94,,ok,
2pu3_A,3.42,-0.23392754393447035,-3.6539275439344703,13.35118649632299,0.16403450430401278,98,103,104,,ok,
2rn2_A,7.5,-0.13892215775441485,-7.638922157754415,58.35313173223137,0.08036943067376967,74,77,78,,ok,
2sns_A,4.3,-0.14803842559175706,-4.448038425591757,19.785045835540796,0.08469692124002393,67,70,71,,ok,
2trx_A,18.4,-0.06855390407378792,-18.468553904073786,341.0874833076791,0.022990913066053054,51,53,54,,ok,
2vnd_A,6.5,-0.16122814928858986,-6.66122814928859,44.37196045687469,0.10454511093240626,99,103,104,,ok,
2za4_B,9.99,-0.12579880689028045,-10.11579880689028,102.32938550148283,0.05668787110276696,43,45,46,,ok,
3aa3_A,3.22,-0.1365553421632555,-3.3565553421632557,11.26646376500469,0.07862509655878114,74,77,78,,ok,
3bet_A,2.15,-0.7445759949867892,-2.894575994986789,8.37857019075376,0.6269489115129403,117,128,129,,ok,
3fqy_A,14.9,-0.14344202681095908,-15.04344202681096,226.30514801402222,0.0786383624707554,60,63,64,,ok,
3hnk_A,3.08,-0.1454331915454432,-3.2254331915454433,10.403419273123024,0.07360871514745071,49,52,53,,ok,
3kvd_D,16.6,-0.3459451376576794,-16.94594513765768,287.165056608504,0.26622451287202864,113,120,121,,ok,
3l0s_A,9.7,-0.24799682135420653,-9.947996821354206,98.96264075767338,0.1791119668211678,105,111,112,,ok,
3lyz_A,10.2,-0.0651464263086936,-10.265146426308693,105.37323115355812,0.024687158516904617,62,64,65,,ok,
4cnr_A,14.44,-0.6086234671597737,-15.048623467159773,226.46106825635184,0.5033489131925535,118,128,129,,ok,
4o9s_A,30.19,-0.3222061611991194,-30.51220616119912,930.9947248235176,0.23288294126044207,81,87,88,,ok,
4orr_A,3.1,-0.23041677446116182,-3.330416774461162,11.09167589161229,0.1536041233847314,76,80,81,,ok,
5bv8_A,10.7,-0.2763197995254387,-10.976319799525438,120.47959634145415,0.20101335263198905,98,104,105,,ok,
6egz_A,4.3,-0.19273881256766145,-4.492738812567661,20.18470203795188,0.10941085662287975,50,53,54,,ok,
6hfo_A,14.2,-0.4307644338860044,-14.630764433886004,214.05926791986363,0.31878419519470214,70,76,77,,ok,
6kwc_A,26.9,-0.24479481801681402,-27.144794818016813,736.8398857122324,0.17132929167630095,90,95,96,,ok,
8bu0_A,25.1,-0.02693592149488211,-25.126935921494884,631.3629088029099,0.0007841192406061737,67,69,70,,ok,
8bv9_A,6.86,-0.08382503104206052,-6.943825031042061,48.21670606172628,0.029675250192042313,44,46,47,,ok,
8kfh_A,11.8,-0.7600846570546054,-12.560084657054606,157.75572659237852,0.6086839667698385,70,79,80,,ok,
8r85_A,10.74,-0.0864824835755229,-10.826482483575523,117.21272296716762,0.04517950780166302,89,92,93,,ok,
9rnt_A,6.8,-0.1469175032319825,-6.946917503231982,48.25966279671088,0.07399604055102316,48,51,52,,ok,
